"","normal.1","normal.2","normal.3","normal.4","normal.5","normal.6","normal.7","normal.8","normal.9","normal.10","normal.11","normal.12","normal.13","normal.14","normal.15","normal.16","normal.17","normal.18","normal.19","normal.20","normal.21","normal.22","normal.23","normal.24","normal.25","normal.26","normal.27","normal.28","normal.29","normal.30","normal.31","normal.32","normal.33","normal.34","normal.35","normal.36","normal.37","normal.38","normal.39","normal.40","colon.1","colon.2","colon.3","colon.4","colon.5","colon.6","colon.7","colon.8","colon.9","colon.10","colon.11","colon.12","colon.13","colon.14","colon.15","colon.16","colon.17","colon.18","colon.19","colon.20","colon.21","colon.22"
"11",3.41464917651685,3.38764228450859,3.43524954213302,3.17504952794736,3.89914460506954,3.82657208972007,3.467804669979,3.71593610630371,3.78497290478095,3.46848967885695,3.35426070376934,3.87353195353798,3.65236021955775,3.14213554239595,2.98577888655984,3.69759752592547,3.50328700431019,3.42864818952733,3.90423596116983,3.44745224372684,3.57789660795501,3.80647268480213,3.40325459962677,3.38846355475964,3.46820660506587,3.4747698842768,3.47169097569113,3.37468237221725,3.64794747934113,3.59463628361944,3.73784091980533,3.86638622879115,3.08307822292505,3.70727277843287,3.45195387517465,3.39366994809385,3.53549238149199,3.14565237794053,3.81475686033777,3.29780999815955,3.22348945115775,3.23643144599881,3.35965243321218,3.76223738455268,3.58324696324141,3.64884405268005,3.51866246950996,3.73142487068684,3.27759289644233,3.44345523954106,3.36734496100981,3.07178446411743,3.32757653803761,3.44687293203002,3.29876441890946,3.23931887801487,3.45049506186475,3.0081768264182,3.50603108172294,3.35529942337731,2.99784381290201,3.5159858719414
"12",3.18259900298301,3.1725069555347,3.40786396822307,3.20527516117416,3.30592569871839,3.58781302906125,3.4134187344116,3.41157113969817,3.42781681622243,3.43257401524863,3.28648496517704,3.42872681337977,3.60920270602136,3.06922965996683,2.98342850506681,3.47915350723604,3.36542317283535,3.40157052001552,3.46100158016194,3.20546047883763,3.32836626855838,3.57075437347424,3.10962268274883,3.40188084261702,3.45508274250805,3.36220978643464,3.27744479298203,3.15852719117132,3.52339124032547,3.40685578929989,3.60308771569688,3.54949111528314,2.99531703414641,3.62574763879377,3.45478272859586,3.17494332164352,3.32681897007639,3.11120109631197,3.49212104493901,3.12366949297605,3.25338087524913,3.11351720062949,3.33491323685393,3.34678464810094,3.48386478594259,3.36952055469848,3.32838078602304,3.03697188446081,3.49073107491628,3.45904378124312,3.27304092423501,3.2129621422946,3.15001683459487,3.42795150901507,3.38257393384996,3.27104500273003,3.41222300656053,3.34046547208469,3.38408033039252,3.24232445047132,3.10466239843073,3.21887823677304
"13",3.11414334896942,3.11920763898887,3.50033202557099,3.17315857761287,3.15457991983015,3.8988268889044,3.42149018933558,3.28865772194718,3.19045286343652,3.11078577187837,3.38204115335855,3.41371960265811,3.36978758038696,3.34476572423614,3.41586877464584,3.52902558147201,3.76942413577153,3.69587474520696,3.57457133310001,3.54770996238763,3.30921881928181,3.59327014629062,3.19589655424647,3.17622118052938,3.61423354573762,3.29324595364574,3.3305093887855,3.00727239634154,3.67923410171006,3.87218046431746,3.55650602860757,3.77941609894707,3.45963312276581,3.36345425159488,3.1872449691196,3.3584769004869,3.45061799411689,2.94744291255903,3.39490083819919,3.12945260852648,3.57893045627803,3.11705492332998,3.3159866049701,3.39842788153648,3.94833024632167,3.68354536194337,3.37145923468906,3.27757827401726,3.40910937991644,3.65624689125864,3.74073168300383,3.37841652614892,3.43016821237409,3.37902209120401,3.72658785391981,3.78859370065862,3.66753653485975,3.2592342067815,3.26934479767833,3.32340398383644,3.53868131392325,3.40916016904851
"14",3.07248150859796,2.93219716903118,3.35894489196598,3.13486849455907,3.52300271865856,3.56210572055915,3.41656936707098,3.40755022987095,3.11073108548934,3.33573563997044,3.13236338257382,3.40546588998452,3.59281205075973,3.05249917738526,3.07235608636317,3.50431773820272,3.38004177951898,3.42562998621822,3.55557430258747,3.34055416182674,3.4649915126898,3.55031261024436,3.20234048465216,3.36777277408332,3.1250817588006,3.39632860459354,3.41195813859535,3.26538776721016,3.7368540633198,3.69780376628106,3.83756034705894,3.71995803366492,3.35472988095588,3.89547386269129,3.51081870372487,3.57526666915265,3.47832367009159,2.9718496569173,3.53789587658524,3.10386144067022,3.55995238506032,3.25277295813551,3.53992768549298,3.55825799029381,3.75810317056124,3.78351697087175,3.50733680901118,3.39167463142349,3.38831637635668,3.71274553883424,3.38228051271459,3.15281330920696,3.54989271561319,3.66116822174208,3.85290744128529,3.67279828107141,3.77641849556931,3.47030719776106,3.72591928952499,3.27779538245245,3.43380502394887,3.57569157683609
"15",3.38344880676625,2.90433936883917,3.41107208246579,3.32087321416598,3.72669985494608,3.74587923274705,3.43324907227821,3.5277975551476,3.62380915890827,3.49080078367963,3.28592095148421,3.74595487653831,3.81410911897784,3.18423634705643,3.23763619180818,3.68271878761952,3.54173536222072,3.63511126002954,3.60787238870407,3.32217571833478,3.59113619290131,3.68016364749118,3.28451023065933,3.48150729486596,3.43344521547643,3.54202798267528,3.6043863991414,3.24852701895594,3.73686526333844,3.57447306207273,3.81830878446737,3.78789242869423,3.12308827752608,3.85678907133425,3.5430268480848,3.32253555274441,3.28824710105722,3.27326232617437,3.70557844615469,3.24730735315207,3.28017144980746,3.20079352738943,3.32988944210817,3.22355465630684,3.44143158894165,3.57099551435831,3.42754638031345,3.59160329906234,3.26342104551525,3.46398820992397,3.26036474786813,3.09473267473579,3.33542518193731,3.42578082126118,3.56604965968951,3.31187212134765,3.40749631220148,3.27074841083479,3.48340031755241,2.97264686956156,2.91636871318429,3.46536797809504
"16",3.49684665393685,3.51203143683202,3.48525636893391,3.4840262473382,3.18955114435443,3.93003310477441,3.53944047711491,3.68553237611494,3.27230584440209,3.33792076587421,3.76511509134607,3.48580243045951,3.79168538693878,3.38894592103468,3.47154594832659,3.76809674551644,3.90720258587832,3.88258999025109,3.68295767430725,3.44665364675301,3.4920347907212,3.67321949381499,3.37839639272619,3.31034718297204,3.70793300101287,3.32717154443437,3.53620533379532,3.20095760903046,3.88775416591269,4.02916117516547,3.81089141274203,3.91660701958829,3.54576879451444,3.63304615649169,3.41422730789236,3.45104278733789,3.4499108121183,3.20183278443311,3.698073346971,3.38585716256099,3.75931995257782,3.54358953575159,3.43399039630516,3.6649313335913,3.76831675984692,3.52549399814408,3.66940017900053,3.44205558394819,3.63963629502484,3.61423393635565,3.94669742971088,2.87997228667377,3.63668510952719,3.64786769102843,3.88804533632008,3.79050331229781,3.79185812529856,3.65557339536894,3.74201512767811,3.54796895028343,3.65161758092801,3.56600710944414
"17",3.39327000198737,2.89320397623203,3.14351129923593,3.12206550440937,3.67159674423972,3.68525097729292,3.28759404722275,3.41823600963224,3.20360495700335,3.45409773408708,3.4697051382322,3.5070054949464,3.54123872594615,3.184239529527,2.94590106391543,3.57479061883246,3.54570427096036,3.39112484880635,3.58999648920132,3.33654728439452,3.45655352890346,3.54815423345173,3.4507877920729,3.56108050360473,3.18905355380467,3.59272137204404,3.53679856375106,3.16853466508171,3.63329823938923,3.60247847123786,3.84441162277594,3.82969108725918,3.24283048077954,3.94821337921622,3.5729486652152,3.41561742995626,3.33958186907337,3.1568670330183,3.82559478472252,3.41394485761704,3.28317594381963,3.08859584288616,3.17526786734778,3.2722501620529,3.26199191884537,3.44106011475041,3.39145956280746,3.16736017120687,3.13430065029077,3.29172313549621,3.31767689154704,2.8724680367227,3.43974250599041,3.3385909447057,3.68919583015715,3.33103686344376,3.73296982309865,3.50860865239473,3.50002417592879,3.39793696860002,3.29531718230062,3.51699784619528
"18",3.11624362073526,3.20915295159385,3.33496690056419,3.16224020747713,3.34117600780989,3.61735515320576,3.19526190563999,3.36723499138835,3.18603905692047,3.3912282804818,3.33878036048364,3.4117352162994,3.43904833527824,2.91298485680664,2.86739308572186,3.36703893815587,3.17243177729063,3.30441645873792,3.58167977519961,3.18153418579974,3.24611926922292,3.53690469223156,3.3499042273993,3.44169416181475,3.13522370049915,3.28768138682315,3.21489945536633,3.05846254313938,3.67028366659912,3.52796112704393,3.63115942615326,3.6095506574545,2.98232834353261,3.44923302678394,3.4374364099335,3.29870002065332,3.27836313187874,2.92889106498974,3.57020541331153,3.06558300086515,3.30883830617189,3.20338138004443,3.20036993762062,3.4989757830209,3.48837353615596,3.45684865174128,3.35527907079213,3.32047448038885,3.47344864827253,3.55065493873569,3.25587045456327,3.09574586516705,3.25309165753947,3.34755344869993,3.54274640057303,3.35650652918582,3.59093110220197,2.96538987021512,3.48020858422234,3.25737254139754,3.14358500747753,3.33222176361565
"19",3.10910670829103,3.0280987615094,3.18759121746545,3.30178583511459,3.03243138561699,3.86072809733226,3.41532461692506,3.28299292855463,3.13558659381483,2.93604602095376,3.33452737390988,3.55380613273018,3.5037460941091,3.32463300143427,3.48484130183377,3.61876983826408,3.87494825684741,3.81402798170621,3.65628319314888,3.3166783813226,3.45972090431209,3.39950259997039,3.23050575914249,3.25421564333602,3.38218325004427,3.40980743012216,3.59094473634387,2.92775584643589,3.56266899093178,3.70515216056215,3.45049486177138,3.59529308102838,3.21611375741694,3.46736092391377,3.15852607569745,3.1811179674611,3.16337310157408,3.09168496198157,3.55169117182102,3.19964275062088,3.35283106260085,3.05868834412251,2.98317958651,3.2106959752045,3.57303065955144,3.48238598586566,3.36918823985729,3.23176067915117,2.90862640964989,3.17928780236974,3.54999293835365,2.85538209202391,3.35954474911163,3.00849477869604,3.50111166209726,3.37416339554483,3.57039217150106,3.41864469571205,3.15389104967617,3.27397503749799,3.39238386708235,3.36756509620447
"20",3.27883617762615,3.00268914708944,3.43227562885313,3.34583229158197,3.15637042994353,3.88995937057199,3.44416272678748,3.43738725195035,3.30284318487674,3.20185507712107,3.40958084709487,3.59318135840765,3.58679609836383,3.47479918265309,3.4601034848885,3.71945124012313,3.96638410939974,3.85374230806675,3.68712870867889,3.40304304505618,3.44765059859149,3.40026700181025,3.19446610892881,3.15130051697039,3.69447884034033,3.41385443471855,3.57738464915854,3.0188346350092,3.59663117815979,3.73293839341202,3.5403801603821,3.69674125472595,3.26097363946546,3.53944699856113,3.43393856014258,3.27930612906179,3.31204664630267,3.2179058471306,3.5552151027767,3.30037017051268,3.39635170714965,3.05676292052019,3.08449316424765,3.06103192974568,3.64772713924044,3.56767438181113,3.37902572023269,3.55241602096478,2.8279868309384,3.29444003543053,3.50187502401681,2.92317664075161,3.4689473942625,3.13737943392588,3.53246724218504,3.38824843513614,3.55142254871824,3.58563074789512,3.1629890845818,3.30218827654239,3.34533206373987,3.2995097392848
"21",3.54459059559182,3.15739178532321,3.10439105742227,3.51150085308111,3.66384739264506,3.81372197462861,3.17660703926626,3.4943589844746,3.64613785271195,3.36769479942419,3.60761008691381,3.41006384826213,3.45497532685352,3.32695486281919,3.39141327387122,3.60693314891804,3.70515783787518,3.67234530756093,3.5039606645053,3.38427343062835,3.50648897268271,3.36980819101439,3.45111739853185,3.17173557812831,3.51360476217004,3.16726746187886,3.61053813900399,3.12844169437277,3.93982963727335,3.79255180256769,3.77904064275552,3.49845166967369,3.43753196576013,3.83090064562184,3.48489195558318,3.12038181211325,3.38031730518634,3.43589729637877,3.72363101279197,3.4497631505417,3.57513990818377,3.42522395757613,2.95651539113944,3.11700062265633,3.43260936645269,3.82901486771089,3.33938011972495,3.59155888683765,3.29807107920353,3.1989315402968,3.46197904615382,2.82359240509468,3.29564322126548,3.3649356305236,3.76510175479898,3.35003275656851,3.66959624570894,3.59403574087911,3.15649272572639,3.33044624275087,3.36015113193199,3.54809938213352
"22",3.38525807293609,2.81880550101155,3.64737233759479,3.51528639431375,3.97927218668924,3.81417498521672,3.61719567725119,3.71542313133653,3.57462395882135,3.63956118946346,3.61117797397685,4.08321926851448,3.86552214755243,3.44369920687526,3.43572872445977,3.65219470622024,3.61934929057309,3.76156448704111,3.65099425334449,3.65407360862919,3.7474877445131,3.76740134011371,3.41815975787851,3.7093635786679,3.55359952665477,3.65963719267563,3.600607695355,3.50256571701741,3.99972582153772,3.69410393572682,3.91668820960339,3.98829820383102,3.3638826245718,4.03267137256117,3.84560245919746,3.57139537466435,3.39478296665994,3.20083786289149,3.69818844002049,3.5158114491201,3.63031788390266,3.42097113990842,3.59883672330103,3.4793793224229,3.77119066607024,3.61832493136679,3.51230876115908,3.68820117801794,3.67305859967241,3.72455797104209,3.5464209576061,3.32772665164214,3.57867917697207,3.70299984719479,3.78446778117066,3.61696479885244,3.57348935876407,3.65774453378767,3.62833630058901,3.52377377189366,3.47909641542485,3.56335736504204
"23",3.71180838434731,3.28438364700194,3.30764016553292,3.5032536094147,3.63371620545103,4.00222439590336,3.32308288836337,3.48072071298965,3.72648177552843,3.49200058919512,3.48113399778433,3.14686224097895,3.62459274767965,3.46733667181039,3.45654821637239,3.71068018623491,3.80222203990167,3.88666483107571,3.60569834096038,3.43628175147936,3.51182939820746,3.43097252993672,3.37564465087835,3.27825501909559,3.56963794125552,3.40963117527502,3.75662441027897,3.22350437756345,3.96053861826159,3.73706476153822,3.90958089884117,3.71528731199365,3.4529087020314,3.81113831373626,3.63395978879678,3.14988236806864,3.31714550331376,3.34851319652177,3.65465185820823,3.46204235982807,3.61973919724867,3.49620256469687,2.95741391833212,3.08141482346411,3.25675109832061,3.82258868343652,3.43108038304266,3.5849118745467,3.21113990512521,3.18203783413485,3.48852674503956,2.78325397343612,3.2357199992234,3.32562672674743,3.76315712650189,3.36623447922661,3.60862710759931,3.6186701885448,3.18023486538588,3.22362732566948,3.43841318036779,3.51372702434941
"24",3.58611900433899,3.31820136855889,3.35214754152068,3.28004172623342,4.03024736745679,3.2621484020527,3.42821237672476,3.47908615481865,3.06759106509102,3.28520189723143,3.79243914408479,3.12645325707604,3.51974368522901,3.57928888211478,3.44265298195569,3.79541046150396,3.96127648552915,3.4186358012774,3.84141195183444,3.15377067072771,3.16257748892453,3.72027520733986,3.58523844922432,3.22600122310559,3.51829640915634,3.33040971450329,3.43055071203647,3.55977559908625,3.34124873739166,3.7726097347677,3.56757081128029,3.71594894484415,3.18967238724751,3.66446368081852,3.73072415058229,3.22629470934412,3.59244782360053,3.34293539827929,3.49383954667687,3.24736126529876,3.63212207782896,3.62778253836856,3.11828417463765,3.21492725635588,3.52336872644112,3.7613798309468,3.30127964322428,3.60851747596615,3.13596861880747,3.07385759544989,3.59314021043183,2.78303752027189,3.39518830566971,3.36029324152185,3.50345802770318,3.59317428828144,3.28750698127398,3.47151650297163,3.60651007565032,3.27877074381772,3.49756886277303,3.01551378525553
"25",3.25683195569802,3.0629367199468,3.33246308270472,3.19249427496271,3.34233198276809,3.49203494458701,3.52082565868065,3.41782343720366,3.35542278332565,3.32931015725607,3.42229173867667,3.42010536441083,3.56927952517864,3.02389391820523,3.01583633742342,3.40603907326806,3.21510278512828,3.33923833628212,3.42974924477386,3.16987273030738,3.27432169521738,3.53031577639388,3.08385184994,3.32946081190309,3.32104731185658,3.31220315513614,3.25313195739814,3.08614508660635,3.52770037457509,3.29988779881646,3.62350384677165,3.54592224047941,2.77927173112993,3.6646549007948,3.47105965365498,3.11584237300728,3.26554668416805,3.07410072760081,3.49761244713078,2.96836472964886,3.43124864478018,3.07441186121461,3.2901215951765,3.42179306698594,3.46391210647686,3.31494764806312,3.41813808528042,2.992159858953,3.39799700174004,3.37786777460218,3.3785926356322,3.20512905985416,3.05654042445888,3.39709937431996,3.28146517319953,3.21941504495815,3.43695831517502,3.27629085612277,3.33319654065779,3.12665387038644,2.95575688083748,3.1878361184042
"26",3.50411908425836,3.15959618533241,3.52510993336174,3.49362465427256,3.79688592135648,3.96892174715758,3.64190675168447,3.80835101875484,3.74206653075002,3.66379108159483,3.51363260589322,3.72109631004011,3.95551343002385,3.39126894415708,3.38812574100322,3.90532600557807,3.73560308295576,3.83217059329574,3.8032497724881,3.51975082420557,3.76945716097163,3.7502453086031,3.51154327549975,3.71746245773749,3.63023167606795,3.83096080926592,3.81181653510769,3.50916522249741,3.83177862043866,3.68397870811738,4.05898409858923,3.83183147280725,3.24363530147696,4.0814049218241,3.78149063276597,3.33985775876134,3.5020621319776,3.40907627913525,3.96015954851161,3.41171387705595,3.44655010562567,3.36965774060229,3.25240307268659,3.24367130927964,3.24780965129085,3.55003212996363,3.54709003528918,3.79151295886865,3.01291252399686,3.25839095306398,3.30991266498569,2.77111131843336,3.4027568146604,3.42054588876935,3.64704362815236,3.31671476340534,3.74698040686485,3.75360585301038,3.62980701075645,3.54519500205254,3.30179606652154,3.52693666751807
